respondent_id,question_id,question_text,header_level_1,header_level_2,answer_text
114247571025,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Yes. The buses deserve priority, epsicially on busier corridors. Having bus lanes on TV highway, murray blvd, 99W, Scholls Ferry, and other busy arterials is much needed. In addition to the bus lanes, signal queue jumpers should be installed to detect incoming buses and let them pass before other traffic, giving priority to the mode that moves the most people efficiently. These treatments would speed up travel times and provide incentive for more people to use transit. In addition, law enforcement officers and/or bus lane cameras should be placed along these routes to make sure the bus lanes are not used by motorists, otherwise the benefits to travel times will not be seen."
114247677742,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,WES running a leg to Milwaukee and another leg to Salem would be amazing!
114247853625,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Frequency frequency frequency. I live with a once per hour bus. Essentially unusable. Buses MUST be more frequent, funded with the same priority and urgency that ODOT uses to fund freeway expansion."
114248387170,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Create Express Routs from small towns to public transportation centers/depots
114248481499,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,No Rose lanes. Not worth it for busses every 15 minutes. And remove the Rose lane in Hillsdale (yes I know that is in Multnomah County.)
114248578019,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,It would be lovely when I call in to complain and leave a message that the Stupid Supervisors at SMART return my call with solutions. They bragg about the awards they get but do not pay attention to the Women that call and complain. Sexist and awful.
114248590907,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"some of the map legends didn't make sense to me--like there is a big difference between a 25% decrease and a 50% increase in ridership, and what is a transit share of < 0, but then I am a data nerd."
114248632547,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,I'd love to know more about what is planned to increase bike path connectivity and safety. I would much rather ride a bike than take a bus or drive for many of my trips.
114248662503,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Light-rail needs some kind of monitoring for people to feel safe while on light-rail.
114249008526,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,No
114249020843,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,N/a
114249274409,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Not accessible, too far to get to  bus or max stop without a car"
114249419329,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,We get on the bus at the 1st & Pine in Sherwood and then we sit at Langer in front of Shari’s for 20 minutes.  Super silly
114249499862,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Need Max express train to pdx and overnight parking at sunset transit station
114249532656,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I don't mind paying a reasonable amount in taxes for public transit for people who can't afford private transportation, are unable to drive or wish to reduce green house gases but I will not support any tax measure that expands mass transit."
114249537609,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I wish there would be a bus route on SW Main Avenue near SW 5th Street and/or a bus route on SW Erickson Avenue near SW 5th Street.    I would also be happy to have a bus route on SW 5th Street or one of the other number streets off of SW Main Avenue, near to SW Main Avenue and/or near to SW Erickson Avenue.  These are all locations in Beaverton.  This is the area I live in."
114249542811,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Solo que en algunas paradas no hay techo y lluve mucho y nos mojamos!
114249555386,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Connect 113th Avenue to McDaniel without having to take the two 90’ turns, it’s dangerous."
114249558385,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,I think the other questions addressed my concerns.  Thank you for all that you do!
114250046934,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Community and social services in Hillsboro can be difficult to navigate, especially via transit, as the City grows. I’d love to see more shuttle options if TriMet buses can’t run frequently enough - Family Justice Center, Libraries, Food Bank, etc come to mind."
114250144459,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I have often thought that riding max from Hillsboro to Portland airport but feel it is unsafe to do so. My flights are typically very early, between 530 and 7 am, or arrive very late, between 9 and 11 pm. Often, max doesn’t run that early and I definitely do not feel safe riding that late."
114250160585,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Me interesa que el transporte sea más barato porque todo está muy caro y es un servicio esencial.
114250199912,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I think Transit rider fees are fine and I hope it never becomes free, because then no one will value it. I am grateful the 57 is a frequent line"
114250288797,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,no
114250465168,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,No
114250479497,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Beside clean. Bus or train. Concern about homeless people resting on the buses and trains
114250480189,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Need more bus stops closer and easier access. More frequent routes.
114250480920,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,very comfortable and safety.
114250520152,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Homeless/houseless people on train on train makes me put my guards up as they are unpredictable.
114250525463,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,sometimes I don't feel safe while there are people in the bus. Things change in Vancouver I feel is not safe anymore.
114250526559,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Public transit is very inconvenient to assess in my neighborhood. It’s not a walking distance to any stop to bus or max.
114250591783,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Public transportation can give me more experience of life.
114250609512,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Not have
114250616393,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,The traffic is heavy
114250619072,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,crowding
114250619104,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,crowed
114250619112,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,n/a
114250627288,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,I hope that the bus will be more and disperse the flow of people.
114250844369,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,not have
114251013745,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"My ""adult"" child doesn't drive yet, but we do not feel comfortable having her ride on mass transit -- does not feel safe for a young, small-statured female traveling alone (getting to stops or while riding to destinations)."
114251119961,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Cornelius Pass has needed a bus for more than 30 years and with all of the building it still does not have one. Back when I went to school I had to walk from Baseline to TV hwy to get on the bus to get to school. Nothing has changed in those 30+ years except now we could walk to the light rail @ Quatama or a bus stop @ Century and Main but not sure where that one goes but none are close to TV hwy. where 57 is the main line.
114251138780,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"There are a lot of hills and inclines, for folks with mobility issues that is a barrier. And like earlier, if my scooter was newer or battery didn't die...and scooter easily fits on the buses, I would consider more"
114251219815,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I have considered taking Max from Hillsboro to the airport a couple of times, but the schedule and my flight times were not compatible, plus I'm not sure I'd be comfortable riding the Max train late at night to get back to Hillsboro.  Tri Met has also decided the bus stop at the Brookwood Library is to be eliminated.  That completely eliminates the possibility that I'd ever use the bus to get to work, since that's where I work.  Making the walk from the Light rail station at wing span is much to far for me to walk.  So I'll just keep making the 3.5 mile drive back and forth from home to work."
114251351139,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,More safety.
114251376900,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,It is not convenient to get to places. It takes too long and many stops. No direct way.
114251432118,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,The current transit to North Hillsboro is crucial to individuals like myself who work in this area and to the students who I have seen use transportation to access their education.
114251528978,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,No
114251815901,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,I commute from McMinnville to Portland. The trip in takes 2 hours... The trip back takes 2.5 hours. In snowy weather the YCTA bus doesn't go past Newberg. Any chance you could extend some service to Newberg?
114251918400,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"We stopped using MAX transit when the escalation of safety issues has been reported on news and through our friends who ride MAX as people act out due to their substance addiction, mental illness and/or homelessness.  There is not sufficient security on the MAX to address these high need people using the MAX."
114251968508,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,It would be nice to have an official posted sign at bus stops
114251982006,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"The transit system in Washington County works very well. It is certainly more reliable and connected than other places I've lived, and I appreciate the efforts to make continuous improvements."
114252346968,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,There needs to be more parking at max stations
114252362291,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Need safe options for cycling, I would bike to the max if it were safe.  Bike lanes just vanish at the scary intersections."
114252365354,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Extend Light Rail to Forest Grove. There are already existing tracks that are no longer used by freight trains. They meet up with the last stop in Hillsboro and extend to Pacific University. Cornelius and Forest Grove are expanding rapidly. The capacity of OR 8 is already not enough and many people will need to use US 26 instead.
114252476710,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,The traffic congestion has forced me to choose soon.
114252477503,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,To be able to provide more convenient and comfortable public transportation as soon as possible.
114252553645,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Doy Gracias por querer Apoyar a la Comunidad Haciendo esta encuesta😇
114252557253,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Too slow
114253099803,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Fortunately, it's not very bad"
114253106105,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Public transportation is most appealing for us for airport and event travel. Having an express train that serviced further west and further north while providing expedited service between the west and east side of portland (and airport) would be one of the best services to the community. The homeless issue in Portland is also GREATLY impacting the desire to use public transportation and go places that are well serviced by public transportation
114253149979,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"There are so many homeless people on the bus and max, the smell is very bad. Covid also concerns."
114253504157,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,I used the Sassy Cab transit option when it was available. I used the Cedar Mill Shuttle. Nothing TriMet has offered since then is useful.
114254037793,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I feel very unsafe. Especially when my 9 year old is offered a hit off a bong while on the max from a homeless man. And nothing was done, except a semi stern “you can’t do that” from the rent a cop."
114254040700,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Only to reiterate that buses should run more frequently. Particularly 45 and 62
114254044384,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"In general, many areas of the county not served by public transportation. Taking an hour+ to get 10 miles is not always convenient and I can walk to a stop."
114254135030,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Prior to starting my own business, I worked in Beaverton off of Allen and Arctic. I took transit a Couple of times in the snow and it took longer than if I drove. Also, I am scared to transit now to get to the Moro Canter or the convention center. The trains/buses are dirty, there is an odor and the vibe is unsafe."
114254164278,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"When we last rode, we were shocked at the smell in the train, and did not dare sit in the seats."
114254272157,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"We love to walk and bike, but feel there should be more paths away from traffic and near the Max, so we could feel safer."
114254523989,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Please improve pedestrian safety along the essential 57 bus corridor.
114254536867,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,More accessible for the disabled and bicycle riders.
114254536995,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Would like to see more accessibility and support for folx with disabilities. Better bus shelters at stops.
114254549092,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,No arrival monitor at Hillsboro Airport MAX.
114254550294,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,It would be nice if there were a better option for getting into Portland from Forest Grove.  Even Express Buses from Forest Grove to Sunset TC (possibly via Banks and/or North Plains) would be helpful.
114255018487,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Find a way to increase police presence, even if you're not checking fares. Regular riders will appreciate it."
114255379719,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Please increase stops by liberty high school and more express to PCC and to other universities
114255387052,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Living with chronic pain makes transit challenging, and impossible for long walking distances."
114255440015,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Garden Home Road (between 92nd and Oleson) has appeared on a few maps of potential future bus routes going on a couple of decades now, but there has not yet been any progress getting one running.  CPO3 has asked Trimet representatives a number of times what needs to happen to get a bus line here, and we have yet to receive a conclusive answer."
114256281701,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Please consider making a rapid transit bus from Forest Grove to Hillsboro Central. One that only makes a few stops. Like downtown FG, downtown Cornelius, and Fred Meyer"
114256374145,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Would love more frequent WES trains. And wish more people knew about it!
114256590695,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"cleaner transit, no homeless if possible"
114257078341,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,None
114257302797,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"It is non-existent in so many areas. Beaverton and Hillsboro seem to be the main focus for our transit dollars. It's VERY frustrating as I'll have to give up driving soon and TriMet won't offer any services because we live in their bastard step child region. My paycheck is docked for TriMet taxes and we pay homeowner taxes that get funneled to them, but absolutely no service. We just get to pay for everyone else to be able to ride. Thank you TriMet and no thanks to Washington County for letting that happen."
114257353263,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"My company subsidizes my transit fare. It would cost me almost nothing to ride transit, but the time that it would take to get to work is significant. There are transfers and walking and it all seems so difficult. Making transit easier should be the goal of public transportation."
114257360744,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"The Tigard Triangle has no transit other than on Pacific Hwy. & 68th Ave.  Dartmouth and & 72nd Ave. should have transit as they are destination locations, with grocery stores, medical offices and employers."
114257432827,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Trimet as a whole is a waste of funds. Public transportation should be privatized or eliminated.
114258120481,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"There is a HUGE transit desert along Main/Baseline and N/S on Cornelius Pass.  I used to live off Lois and could never take a bus.  There are times that Max is down so I'm instead grabbing Line 57, but I'm then stuck either riding all the way to Hillsboro transit center, hoping I can catch the Line 47 eastbound, or I deboard at the Safeway complex on TV Hwy and my husband has to drive there, which ends up being a 15-20 minute commute on its own.  If there was a bus connection from TV Hwy to Baseline, I would be all over that!  (Just because I have cars doesn't mean I always want to drive them.)"
114258163202,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Build some queue-jumpers. Get more EVs for quicker, quieter acceleration from stops"
114258180648,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,I can't think of anything.
114258210899,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I used to use transit between SE Portland and Central Beaverton quite frequently, but not since PDX got so crazy and unsafe. The last few times I rode Max (2021), I felt terribly unsafe; saw others who were verbally and physically abused and was afraid to make eye contact with multiple people who were ranting and raving nonsensically and screamed at anyone who dared to look in their direction. It was frightening and demeaning. I will NOT place myself in that kind of situation again. I know it would be expensive, but there MUST be security people on all MAX trains or Trimet will continue to lose riders. WAKE UP to the safety issues ON the trains--it feels unsafe to be on them even during rush hour times, let alone any time when it's dark!!  It isn't quite as bad on the buses because at least the driver is there in the bus with you and can call for help is there are safety issues (and they can stop anywhere to let people off the bus if there is a bad incident onboard). I have to ride Max for my transit--taking buses would be over a 2 hour commute. That is unacceptable, and I SHOULD be able to ride Max and feel relatively safe--that has not been the case for the past 3-4 years. That is sad and very frustrating, especially since the city of Beaverton pays for employees annual transit passes. I haven't used it for a couple of years due to safety concerns (the safety does not concern the virus--it's all about feeling safe and not constantly threatened while on board.  Also, the last time I rode Max (2021), the train was absolutely filthy and smelled terrible. There was trash all over the floor and seats, and it was hard to find a clean seat to occupy. This also turns people away from riding the Max trains. They have become disgusting."
114258231271,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Just the walk/bike ride/drive from the Beaverton Transit Center to my workplace takes so much longer than it should because of the terrible timing of lights on BHHwy & cross streets.
114258255780,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,More transit police.
114258353304,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I am hoping that the Downtown Beaverton Loop Project will make walking to the Beaverton City Hall Max safer and more direct. Also, it would help if transit rules were more enforced on trains."
114258416556,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Not really.
114258421802,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,No.
114258425520,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,It would be helpful to not have a prolonged stop in the middle of the route because of shift changes. Maybe limiting them to Transit Centers only??
114258427323,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,No I don't.
114258454124,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Deep down i wished it never came to Forest Grove. There is nothing you can do until you make it safe for everyone.
114258601521,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Appreciate you
114258949372,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Transit in Washington County has long been underinvested in. Please make transit more frequent, running extended hours, and reliable and people will ride it."
114259122676,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I moved to the Portland area in 2016 and used public transit 4-5 days per week until 2019. I quit using transit due to crime, vagrancy, cleanliness, unreliability, and slow travel times from Hatfield to downtown Portland (too many stops). I won't use public transportation until these issues are resolved. I've used public transportation all over the world and the Portland area seems to have the among the biggest problems with fair enforcement, cleanliness, anti-social behavior, vandalism and safety. I suggest focusing on improving efficiency for commuters and improving rider comfort/experience rather than nebulous equity goals. You can create good policy around equal access and opportunity but you often end up trying to solve the wrong problems by structuring solutions around equity. Good luck - I want Transit to succeed in Washington County and the Portland area in general but you have a very long road ahead of you to just get back to where is was before 2018. Top notch job on the GIS story map; you have some talented people on your team."
114259204553,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"As long as crime and people with with a mental health crisis frequent stops and are on the transit itself, people will continue to use any other option than public transit if they have the financial means."
114259292320,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,None
114259383939,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Que es muy bueno y puntúa.. estoy muy agradecidos
114259537476,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,I like that it goes to Moda and PDX.
114259575109,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I like it , its safe."
114259575126,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Agregar la frecuencia de buses públicos y crear nuevas rutas en zonas residenciales sería positivo.
114259710468,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,N/a
114259934307,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Security is key to riding in Portland and other areas. Get the crazy people off the light rail and busses and bus major transit centers
114260240370,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Biking routes/bike-only paths that connect different cities/neighborhoods in Washington County would make it easier for multimodal transit. I would also like to see a better way to connect Washington County and Multnomah County through a bike path or bike routes.
114260298583,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,More safer
114260303993,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,No
114260315377,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Me siento segura usando el transporte público. Aunque me gustaría que hubiera bancas y techado en más paradas.
114260373602,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Son muy confortables y me gusta porq me llevan amis citas médicas atiempo gracias.
114260392422,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,If transit was free there would be a better economic situation in our city. Houseless and poor workers could get to the help and poor paying jobs reliably.
114260509440,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,No
114260833733,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Can we have public phone? It's  so hard to find one public phone now.
114260867655,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I'm grateful for public transit, especially Grove LInk in Forest Grove. My daughter and I have used that multiple times and I really appreciate it. It makes using public transit much easier."
114260872630,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"We have an austic son in our household who we've been teaching to ride the 76 bus. The long term plans for this route seem to remove it from our neighborhood,  and will force all of us to walk nearly a mile for service. Please reconsider maintaining service on Hall Blvd in South Tigard."
114261237915,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Since gas tax is for roads then the focus for transit should be on making the roads better which serves the most citizens. Not spending more on the Trimet/transit bus/rail system that serves the fewest residents. Money should be spent where the most tax payers get the benefit of it.
114261327941,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Major corridors in Washington County are not covered by transit. the county is pretty much a transit desert  no light and No bus stops/shelter in rainy Oregon.
114261367364,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,I recommend planning road construction ahead of time to avoid duplication of road construction
114261995483,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,I would like to see WA County prioritize transit improvement over automobile (roads).
114262022599,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I would love to take the 57 bus to the Hatfield government center and pick up MAX, but crossing TV Highway at 341st is very dangerous to get on a bus going east."
114262870863,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I would really like to see a MAX station in Bridgeport, especially as it will connect youth to PCC :)"
114262935248,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Please stop increasing prices, it is just pushing people not to use transit. Then those that do have to deal with unsafe conditions from homeless, not enough normal people"
